date,cases,pct_pop,never,rarely,sometimes,frequently,always,order_code,daily_cases,rolling_avg_7,rolling_avg_14,pct_chg_7D_avg,pct_chg_14D_avg,pct_chg_daily
2021-05-06,70089,0.06599338456077382,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,14.0,50.57142857142857,67.28571428571429,-0.21507760532150777,-0.08187134502923976,-0.7971014492753623
2021-05-07,70154,0.0660545863184883,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,65.0,49.857142857142854,65.42857142857143,-0.01412429378531077,-0.027600849256900317,3.6428571428571432
2021-05-08,70201,0.06609883989714338,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,47.0,46.857142857142854,61.92857142857143,-0.06017191977077363,-0.053493449781659375,-0.27692307692307694
2021-05-09,70233,0.06612896999324898,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,32.0,44.42857142857143,58.07142857142857,-0.05182926829268286,-0.06228373702422152,-0.3191489361702128
2021-05-10,70257,0.06615156756532817,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,24.0,41.857142857142854,55.785714285714285,-0.05787781350482324,-0.03936039360393606,-0.25
2021-05-11,70298,0.06619017175096345,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,41.0,41.714285714285715,55.0,-0.0034129692832763903,-0.014084507042253502,0.7083333333333333
2021-05-12,70353,0.06624195785364494,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,55.0,39.714285714285715,52.07142857142857,-0.047945205479452024,-0.05324675324675332,0.3414634146341464
2021-05-13,70394,0.06628056203928023,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,41.0,43.57142857142857,47.07142857142857,0.09712230215827322,-0.0960219478737997,-0.2545454545454545
2021-05-14,70442,0.06632575718343861,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,48.0,41.142857142857146,45.5,-0.05573770491803265,-0.03338391502276172,0.1707317073170731
2021-05-15,70466,0.06634835475551781,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,24.0,37.857142857142854,42.357142857142854,-0.07986111111111127,-0.06907378335949776,-0.5
2021-05-16,70499,0.0663794264171267,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,33.0,38.0,41.214285714285715,0.0037735849056603765,-0.026981450252950956,0.375
2021-05-17,70530,0.066408614947729,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,31.0,39.0,40.42857142857143,0.026315789473684292,-0.01906412478336217,-0.06060606060606055
2021-05-18,70556,0.06643309565081479,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,26.0,36.857142857142854,39.285714285714285,-0.05494505494505497,-0.028268551236749206,-0.16129032258064513
2021-05-19,70585,0.06646040105041047,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,29.0,33.142857142857146,36.42857142857143,-0.10077519379844946,-0.07272727272727264,0.11538461538461542
2021-05-20,70615,0.06648864801550947,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,30.0,31.571428571428573,37.57142857142857,-0.04741379310344829,0.03137254901960773,0.034482758620689724
2021-05-21,70645,0.06651689498060846,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,30.0,29.0,35.07142857142857,-0.08144796380090502,-0.06653992395437258,0.0
2021-05-22,70677,0.06654702507671405,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,32.0,30.142857142857142,34.0,0.039408866995073843,-0.03054989816700604,0.06666666666666665
2021-05-23,70698,0.06656679795228335,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,21.0,28.428571428571427,33.214285714285715,-0.056872037914691975,-0.02310924369747891,-0.34375
2021-05-24,70712,0.06657997986932954,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,14.0,26.0,32.5,-0.08542713567839189,-0.021505376344086002,-0.33333333333333337
2021-05-25,70728,0.06659504491738233,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,16.0,24.571428571428573,30.714285714285715,-0.05494505494505486,-0.05494505494505486,0.1428571428571428
2021-05-26,70743,0.06660916839993183,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,15.0,22.571428571428573,27.857142857142858,-0.08139534883720934,-0.09302325581395354,-0.0625
2021-05-27,70769,0.06663364910301763,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,26.0,22.0,26.785714285714285,-0.025316455696202556,-0.03846153846153855,0.7333333333333334
2021-05-28,70789,0.06665248041308362,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,20.0,20.571428571428573,24.785714285714285,-0.06493506493506485,-0.07466666666666666,-0.23076923076923073
2021-05-29,70806,0.06666848702663972,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,17.0,18.428571428571427,24.285714285714285,-0.10416666666666685,-0.02017291066282423,-0.15000000000000002
2021-05-30,70903,0.06675981888045979,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,97.0,29.285714285714285,28.857142857142858,0.5891472868217056,0.18823529411764706,4.705882352941177
2021-05-31,70921,0.06677676705951918,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,18.0,29.857142857142858,27.928571428571427,0.019512195121951237,-0.03217821782178221,-0.8144329896907216
2021-06-01,70930,0.06678524114904888,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,9.0,28.857142857142858,26.714285714285715,-0.03349282296650713,-0.04347826086956508,-0.5
2021-06-02,70935,0.06678994897656537,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,5.0,27.428571428571427,25.0,-0.04950495049504955,-0.06417112299465244,-0.4444444444444444
2021-06-03,70944,0.06679842306609507,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,9.0,25.0,23.5,-0.08854166666666663,-0.06000000000000005,0.8
2021-06-04,70958,0.06681160498314127,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,14.0,24.142857142857142,22.357142857142858,-0.03428571428571425,-0.04863221884498481,0.5555555555555556
2021-06-05,70971,0.06682384533468416,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,13.0,23.571428571428573,21.0,-0.023668639053254337,-0.060702875399361034,-0.0714285714285714
2021-06-06,70978,0.06683043629320726,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,7.0,10.714285714285714,20.0,-0.5454545454545455,-0.04761904761904767,-0.46153846153846156
2021-06-07,70985,0.06683702725173037,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,7.0,9.142857142857142,19.5,-0.1466666666666666,-0.025000000000000022,0.0
2021-06-08,70995,0.06684644290676336,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,10.0,9.285714285714286,19.071428571428573,0.015625000000000222,-0.0219780219780219,0.4285714285714286
2021-06-09,71010,0.06686056638931286,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,15.0,10.714285714285714,19.071428571428573,0.15384615384615374,0.0,0.5
2021-06-10,71024,0.06687374830635905,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,14.0,11.428571428571429,18.214285714285715,0.06666666666666687,-0.0449438202247191,-0.06666666666666665
2021-06-11,71033,0.06688222239588874,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,9.0,10.714285714285714,17.428571428571427,-0.06250000000000011,-0.043137254901960964,-0.3571428571428571
2021-06-12,71044,0.06689257961642504,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,11.0,10.428571428571429,17.0,-0.026666666666666616,-0.024590163934426146,0.22222222222222232
2021-06-13,71052,0.06690011214045144,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,8.0,10.571428571428571,10.642857142857142,0.013698630136986356,-0.3739495798319328,-0.2727272727272727
2021-06-14,71059,0.06690670309897453,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,7.0,10.571428571428571,9.857142857142858,0.0,-0.07382550335570459,-0.125
2021-06-15,71065,0.06691235249199434,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,6.0,10.0,9.642857142857142,-0.05405405405405406,-0.021739130434782705,-0.1428571428571429
2021-06-16,71071,0.06691800188501414,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,6.0,8.714285714285714,9.714285714285714,-0.12857142857142867,0.007407407407407307,0.0
2021-06-17,71081,0.06692741754004713,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,10.0,8.142857142857142,9.785714285714286,-0.06557377049180324,0.007352941176470784,0.6666666666666667
2021-06-18,71089,0.06693495006407353,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,8.0,8.0,9.357142857142858,-0.01754385964912275,-0.04379562043795626,-0.19999999999999996
2021-06-19,71097,0.06694248258809993,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,8.0,7.571428571428571,9.0,-0.0535714285714286,-0.038167938931297773,0.0
2021-06-20,71105,0.06695001511212632,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,8.0,7.571428571428571,9.071428571428571,0.0,0.007936507936507908,0.0
2021-06-21,71110,0.06695472293964283,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,5.0,7.285714285714286,8.928571428571429,-0.037735849056603765,-0.015748031496062964,-0.375
2021-06-22,71113,0.06695754763615272,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,3.0,6.857142857142857,8.428571428571429,-0.05882352941176472,-0.05600000000000005,-0.4
2021-06-23,71119,0.06696319702917253,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,6.0,6.857142857142857,7.785714285714286,0.0,-0.07627118644067798,1.0
2021-06-24,71121,0.06696508016017913,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,2.0,5.714285714285714,6.928571428571429,-0.16666666666666663,-0.11009174311926606,-0.6666666666666667
2021-06-25,71134,0.06697732051172202,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,13.0,6.428571428571429,7.214285714285714,0.125,0.04123711340206193,5.5
2021-06-26,71141,0.06698391147024511,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,7.0,6.285714285714286,6.928571428571429,-0.022222222222222254,-0.03960396039603964,-0.46153846153846156
