date,cases,pct_pop,never,rarely,sometimes,frequently,always,order_code,daily_cases,rolling_avg_7,rolling_avg_14,pct_chg_7D_avg,pct_chg_14D_avg,pct_chg_daily,log_cases,log_daily,log_14D_avg,log_ravg,pct_chg_log,log_ravg_pct,Rail,Adjusted_Bus,Rail.1,Bus,ravg_rail,ravg_bus,fatal,injury,pdo,total,total_crash_7d,total_crash_14d
2020-07-10,15568,0.014658291755369984,107268.161,161433.272,99833.734,197543.346,494920.426,1,65.0,78.14285714285714,78.35714285714286,-0.0943708609271524,-0.02228163992869869,-0.3689320388349514,9.652972804425787,0.004183971859424318,9.617658290274344,9.636260192886102,-0.3723456136673057,0.0005305448883685671,59000,143000,-0.91,-0.64,50285.71428571428,112857.14285714286,0.0,8.0,11.0,19.0,19.142857142857142,19.857142857142858
2020-07-11,15623,0.014710077858051469,107268.161,161433.272,99833.734,197543.346,494920.426,1,55.0,77.28571428571429,78.78571428571429,-0.010968921389396535,0.005469462169553463,-0.15384615384615385,9.656499466411903,0.0035266619861165083,9.62288808870528,9.64129479397886,-0.15710188676991976,0.0005224642124623813,31000,63000,-0.88,-0.7,50428.57142857143,111857.14285714286,0.0,3.0,19.0,22.0,19.714285714285715,20.214285714285715
2020-07-12,15727,0.01480800067039464,107268.161,161433.272,99833.734,197543.346,494920.426,1,104.0,85.42857142857143,80.0,0.10536044362292052,0.01541251133272881,0.8909090909090909,9.663134259490725,0.006634793078822199,9.628165096893843,9.646832729513987,0.8813237857615903,0.0005743974905305649,24000,50000,-0.87,-0.69,50428.57142857143,112142.85714285714,0.0,4.0,10.0,14.0,19.142857142857142,20.285714285714285
2020-07-13,15780,0.014857903642069525,107268.161,161433.272,99833.734,197543.346,494920.426,1,53.0,88.14285714285714,78.92857142857143,0.03177257525083599,-0.013392857142857095,-0.4903846153846154,9.666498594399865,0.003364334909139899,9.633350664729813,9.652530596028118,-0.4929254207069963,0.0005906463472409307,58000,130000,-0.91,-0.68,50285.71428571428,112000.0,0.0,8.0,15.0,23.0,19.571428571428573,20.071428571428573
2020-07-14,15883,0.014954884888909394,107268.161,161433.272,99833.734,197543.346,494920.426,1,103.0,78.71428571428571,81.85714285714286,-0.10696920583468393,0.037104072398190135,0.9433962264150944,9.673004633835156,0.006506039435290489,9.638699808774232,9.657574482790222,0.9338263315032973,0.0005225455347617203,60000,133000,-0.91,-0.68,50285.71428571428,110714.28571428571,0.0,8.0,10.0,18.0,19.714285714285715,20.214285714285715
2020-07-15,15986,0.015051866135749263,107268.161,161433.272,99833.734,197543.346,494920.426,1,103.0,83.71428571428571,84.5,0.06352087114337568,0.03228621291448519,0.0,9.679468618185965,0.006463984350808971,9.644191485650838,9.662909601330828,-0.006464007004537975,0.0005524284125493217,60000,141000,-0.91,-0.64,50285.71428571428,109857.14285714286,0.0,8.0,13.0,21.0,19.428571428571427,20.357142857142858
2020-07-16,16056,0.015117775720980244,107268.161,161433.272,99833.734,197543.346,494920.426,1,70.0,79.0,82.64285714285714,-0.056313993174061376,-0.02197802197802201,-0.3203883495145631,9.683837890476173,0.00436927229020867,9.649533522428612,9.667916609603656,-0.324058962230957,0.0005181677651355798,60000,130000,-0.91,-0.68,50142.857142857145,108285.71428571429,0.0,8.0,13.0,21.0,19.714285714285715,19.785714285714285
2020-07-17,16153,0.015209107574800318,107268.161,161433.272,99833.734,197543.346,494920.426,1,97.0,83.57142857142857,80.85714285714286,0.05786618444846293,-0.02160760587726873,0.3857142857142857,9.689861069913759,0.0060231794375855685,9.654723277351163,9.673186361816224,0.3785314893473737,0.0005450762998238101,60000,136000,-0.91,-0.64,50428.57142857143,109142.85714285714,0.0,12.0,9.0,21.0,20.0,19.571428571428573
2020-07-18,16251,0.015301380994123691,107268.161,161433.272,99833.734,197543.346,494920.426,1,98.0,89.7142857142857,83.5,0.07350427350427348,0.032685512367491176,0.010309278350515427,9.69590972432601,0.006048654412250443,9.660055596319978,9.678816398661098,0.004229489579192336,0.0005820250571308971,31000,65000,-0.89,-0.67,50285.71428571428,108857.14285714286,0.0,4.0,16.0,20.0,19.714285714285715,19.714285714285715
2020-07-19,16372,0.015415310420022955,107268.161,161433.272,99833.734,197543.346,494920.426,1,121.0,92.14285714285714,88.7857142857143,0.027070063694267562,0.06330196749358441,0.23469387755102036,9.703327837612294,0.007418113286284722,9.665695533953368,9.684558338392751,0.22640719417870714,0.0005932481302617365,23000,49000,-0.87,-0.67,50714.28571428572,108857.14285714286,0.0,5.0,11.0,16.0,20.0,19.571428571428573
2020-07-20,16433,0.015472745915724237,107268.161,161433.272,99833.734,197543.346,494920.426,1,61.0,93.28571428571428,90.71428571428572,0.01240310077519391,0.02172164119066755,-0.4958677685950413,9.707046787181289,0.0037189495689951,9.671440766694824,9.690350937361526,-0.498666382478813,0.0005981273245896368,58000,121000,-0.91,-0.69,51142.857142857145,109714.28571428571,0.0,7.0,11.0,18.0,19.285714285714285,19.428571428571427
2020-07-21,16520,0.015554662114511312,107268.161,161433.272,99833.734,197543.346,494920.426,1,87.0,91.0,84.85714285714286,-0.024502297090352232,-0.0645669291338582,0.4262295081967213,9.71232704707497,0.00528025989368075,9.676771453878718,9.69596842496721,0.4198256243382006,0.0005796990885051923,60000,127000,-0.91,-0.68,51571.42857142857,111428.57142857143,0.0,7.0,8.0,15.0,18.857142857142858,19.285714285714285
